@relation electricity-weka.filters.uns1ervised.attribute.Normalize-S1.0-T0.0-weka.filters.uns1ervised.attribute.ReplaceMissingValues-weka.filters.uns1ervised.attribute.Remove-R1-weka.filters.uns1ervised.attribute.Remove-R3-weka.filters.uns1ervised.attribute.Remove-R4
@attribute period numeric
@attribute nswdemand numeric
@attribute vicdemand numeric
@attribute transfer numeric
@attribute class {1,0}

@data
0,0.478727,0.422915,0.414912,0
0.212766,0.126897,0.422915,0.414912,0
0.340426,0.394674,0.422915,0.414912,0
0.765957,0.53734,0.422915,0.414912,1
1,0.349003,0.422915,0.414912,0
0.06383,0.211693,0.422915,0.414912,0
0.468085,0.354061,0.422915,0.414912,1
0.510638,0.327135,0.422915,0.414912,1
0.893617,0.352574,0.422915,0.414912,0
0.957447,0.352871,0.422915,0.414912,1
1,0.328622,0.422915,0.414912,0
0.12766,0.136715,0.422915,0.414912,0
0.595745,0.475454,0.422915,0.414912,1
0.638298,0.461619,0.422915,0.414912,1
0.87234,0.50848,0.422915,0.414912,1
0.893617,0.461619,0.422915,0.414912,0
1,0.471288,0.422915,0.414912,1
0.148936,0.185659,0.422915,0.414912,0
0.340426,0.563523,0.422915,0.414912,0
0.702128,0.523356,0.422915,0.414912,1
0.744681,0.6928,0.422915,0.414912,1
0.914894,0.440345,0.422915,0.414912,1
0.06383,0.394674,0.422915,0.414912,0
0.510638,0.523654,0.422915,0.414912,1
0.617021,0.476346,0.422915,0.414912,0
0.702128,0.535555,0.422915,0.414912,1
0.851064,0.588515,0.422915,0.414912,1
0.87234,0.56501,0.422915,0.414912,1
0.021277,0.476793,0.422915,0.414912,1
0.340426,0.58078,0.422915,0.414912,1
0.404255,0.586879,0.422915,0.414912,0
0.489362,0.500893,0.422915,0.414912,0
0.87234,0.528563,0.422915,0.414912,0
0.978723,0.497471,0.422915,0.414912,0
0.148936,0.201577,0.422915,0.414912,0
0.212766,0.204255,0.422915,0.414912,1
0.489362,0.514877,0.422915,0.414912,1
0.638298,0.438709,0.422915,0.414912,0
0.851064,0.500298,0.422915,0.414912,1
0.255319,0.193246,0.422915,0.414912,0
0.404255,0.499107,0.422915,0.414912,1
0.765957,0.559655,0.422915,0.414912,1
0.787234,0.533472,0.422915,0.414912,1
0.851064,0.429634,0.422915,0.414912,0
0.042553,0.276555,0.422915,0.414912,0
0.297872,0.175841,0.422915,0.414912,0
0.468085,0.348111,0.422915,0.414912,1
0.617021,0.229694,0.422915,0.414912,0
0.808511,0.497173,0.422915,0.414912,1
0,0.342011,0.422915,0.414912,0
0.297872,0.492859,0.422915,0.414912,1
0.340426,0.594615,0.422915,0.414912,1
0.829787,0.610086,0.422915,0.414912,1
0.893617,0.501785,0.422915,0.414912,0
0.021277,0.468759,0.422915,0.414912,0
0.425532,0.596102,0.422915,0.414912,0
0.446809,0.572151,0.422915,0.414912,0
0.659574,0.459685,0.422915,0.414912,0
0.914894,0.454627,0.422915,0.414912,0
0.021277,0.470247,0.422915,0.414912,0
0.085106,0.331895,0.422915,0.414912,0
0.234043,0.270306,0.422915,0.414912,1
0.361702,0.585986,0.422915,0.414912,0
0.702128,0.521422,0.422915,0.414912,0
0.106383,0.29396,0.422915,0.414912,1
0.255319,0.379946,0.422915,0.414912,1
0.404255,0.615591,0.422915,0.414912,0
0.489362,0.522017,0.422915,0.414912,0
0.765957,0.679113,0.422915,0.414912,0
0.829787,0.607557,0.422915,0.414912,0
0.021277,0.482892,0.422915,0.414912,1
0.212766,0.219726,0.422915,0.414912,1
0.319149,0.584796,0.422915,0.414912,0
0.744681,0.642071,0.422915,0.414912,0
0.914894,0.417435,0.422915,0.414912,0
0.93617,0.465784,0.422915,0.414912,0
0.276596,0.243082,0.422915,0.414912,1
0.446809,0.459685,0.422915,0.414912,0
0.510638,0.38069,0.422915,0.414912,0
0.531915,0.360904,0.422915,0.414912,0
0.744681,0.538976,0.422915,0.414912,1
1,0.35302,0.422915,0.414912,0
0,0.336656,0.422915,0.414912,0
0.085106,0.174353,0.422915,0.414912,0
0.659574,0.341267,0.422915,0.414912,1
0.765957,0.571407,0.422915,0.414912,1
0.851064,0.466677,0.422915,0.414912,0
0.914894,0.349747,0.422915,0.414912,0
0.021277,0.296638,0.422915,0.414912,0
0.106383,0.172865,0.422915,0.414912,0
0.234043,0.226569,0.422915,0.414912,1
0.255319,0.331449,0.422915,0.414912,1
0.425532,0.565605,0.422915,0.414912,0
0.489362,0.517406,0.422915,0.414912,0
0,0.475156,0.422915,0.414912,1
0.106383,0.263314,0.422915,0.414912,0
0.382979,0.560994,0.422915,0.414912,0
0.425532,0.555936,0.422915,0.414912,0
0.595745,0.500595,0.422915,0.414912,0
0.744681,0.681196,0.422915,0.414912,0
0.06383,0.367301,0.422915,0.414912,0
0.234043,0.25305,0.422915,0.414912,1
0.340426,0.552365,0.422915,0.414912,0
0.510638,0.502083,0.422915,0.414912,0
0.531915,0.48676,0.422915,0.414912,0
0.978723,0.508033,0.422915,0.414912,0
0.021277,0.481107,0.422915,0.414912,1
0.042553,0.450907,0.422915,0.414912,0
0.12766,0.235198,0.422915,0.414912,0
0.148936,0.203065,0.422915,0.414912,0
0.510638,0.514579,0.422915,0.414912,0
0.659574,0.47114,0.422915,0.414912,0
0.170213,0.191461,0.422915,0.414912,1
0.212766,0.220916,0.422915,0.414912,1
0.446809,0.577358,0.422915,0.414912,0
0.468085,0.555936,0.422915,0.414912,0
0.574468,0.489438,0.422915,0.414912,0
0.765957,0.675989,0.422915,0.414912,0
0.12766,0.225082,0.422915,0.414912,0
0.170213,0.157691,0.422915,0.414912,0
0.361702,0.522315,0.422915,0.414912,1
0.702128,0.433948,0.422915,0.414912,0
0.765957,0.632104,0.422915,0.414912,1
0.808511,0.553853,0.422915,0.414912,1
0.297872,0.204999,0.422915,0.414912,1
0.553191,0.315382,0.422915,0.414912,0
0.680851,0.331895,0.422915,0.414912,0
0.808511,0.56263,0.422915,0.414912,1
0.87234,0.500446,0.422915,0.414912,0
0.957447,0.430675,0.422915,0.414912,0
0.042553,0.294406,0.422915,0.414912,0
0.06383,0.246355,0.422915,0.414912,0
0.255319,0.171824,0.422915,0.414912,1
0.340426,0.372954,0.422915,0.414912,1
0.468085,0.446147,0.422915,0.414912,1
0.531915,0.400625,0.422915,0.414912,1
0,0.430378,0.422915,0.414912,0
0.170213,0.171973,0.422915,0.414912,0
0.617021,0.547902,0.422915,0.414912,1
0.659574,0.569176,0.422915,0.414912,1
0.93617,0.569473,0.422915,0.414912,1
0.978723,0.562333,0.422915,0.414912,0
0.106383,0.330408,0.422915,0.414912,0
0.319149,0.639839,0.422915,0.414912,1
0.361702,0.653823,0.422915,0.414912,0
0.468085,0.612467,0.422915,0.414912,1
0.829787,0.723743,0.422915,0.414912,1
0,0.546712,0.422915,0.414912,0
0.234043,0.293216,0.422915,0.414912,0
0.382979,0.666468,0.422915,0.414912,0
0.404255,0.67108,0.422915,0.414912,0
0.553191,0.578251,0.422915,0.414912,1
0.829787,0.720321,0.422915,0.414912,1
0.106383,0.320738,0.422915,0.414912,0
0.340426,0.651294,0.422915,0.414912,0
0.638298,0.514728,0.422915,0.414912,0
0.808511,0.688039,0.422915,0.414912,0
0.93617,0.557721,0.422915,0.414912,1
0.12766,0.265843,0.422915,0.414912,0
0.170213,0.188188,0.422915,0.414912,0
0.446809,0.532133,0.422915,0.414912,1
0.638298,0.37831,0.422915,0.414912,0
0.787234,0.64698,0.422915,0.414912,1
1,0.436328,0.422915,0.414912,0
0.148936,0.139691,0.422915,0.414912,0
0.425532,0.537043,0.422915,0.414912,0
0.531915,0.487206,0.422915,0.414912,0
0.702128,0.542101,0.422915,0.414912,1
0.787234,0.674799,0.422915,0.414912,1
1,0.411782,0.422915,0.414912,0
0.06383,0.276406,0.422915,0.414912,0
0.340426,0.613954,0.422915,0.414912,1
0.531915,0.563969,0.422915,0.414912,0
0.744681,0.780422,0.422915,0.414912,1
0.765957,0.768968,0.422915,0.414912,1
0.106383,0.30244,0.422915,0.414912,0
0.148936,0.220024,0.422915,0.414912,0
0.553191,0.518149,0.422915,0.414912,0
0.851064,0.624814,0.422915,0.414912,1
0.87234,0.598036,0.422915,0.414912,1
0.914894,0.49643,0.422915,0.414912,0
0.021277,0.493901,0.422915,0.414912,1
0.361702,0.603094,0.422915,0.414912,0
0.382979,0.628384,0.422915,0.414912,0
0.574468,0.502827,0.422915,0.414912,0
0.744681,0.740405,0.422915,0.414912,0
0.808511,0.665129,0.422915,0.414912,0
0.255319,0.390806,0.422915,0.414912,1
0.340426,0.612913,0.422915,0.414912,0
0.510638,0.513984,0.422915,0.414912,1
0.553191,0.494496,0.422915,0.414912,0
0.893617,0.53615,0.422915,0.414912,0
0.234043,0.278786,0.422915,0.414912,1
0.297872,0.525141,0.422915,0.414912,0
0.382979,0.642071,0.422915,0.414912,0
0.702128,0.553407,0.422915,0.414912,1
0.808511,0.624517,0.422915,0.414912,0
0.829787,0.597739,0.422915,0.414912,0
0.085106,0.332937,0.422915,0.414912,1
0.446809,0.508033,0.422915,0.414912,1
0.489362,0.443469,0.422915,0.414912,1
0.553191,0.375632,0.422915,0.414912,0
0.787234,0.595061,0.422915,0.414912,1
0.12766,0.139839,0.422915,0.414912,0
0.170213,0.097292,0.422915,0.414912,0
0.468085,0.473371,0.422915,0.414912,1
0.489362,0.468462,0.422915,0.414912,1
0.680851,0.370128,0.422915,0.414912,1
1,0.381285,0.422915,0.414912,0
0.021277,0.321035,0.422915,0.414912,0
0.361702,0.576912,0.422915,0.414912,0
0.468085,0.559506,0.422915,0.414912,1
0.489362,0.554151,0.422915,0.414912,1
0.574468,0.518298,0.422915,0.414912,0
0.87234,0.578697,0.422915,0.414912,0
0.106383,0.305118,0.422915,0.414912,0
0.212766,0.216156,0.422915,0.414912,1
0.382979,0.649509,0.422915,0.414912,1
0.531915,0.566498,0.422915,0.414912,1
0.893617,0.588218,0.422915,0.414912,1
0.021277,0.510116,0.422915,0.414912,1
0.042553,0.480661,0.422915,0.414912,1
0.297872,0.535406,0.422915,0.414912,0
0.553191,0.536745,0.422915,0.414912,0
0.595745,0.534811,0.422915,0.414912,0
0.978723,0.554597,0.422915,0.414912,0
0.404255,0.667956,0.422915,0.414912,0
0.425532,0.64222,0.422915,0.414912,0
0.680851,0.533621,0.422915,0.414912,0
0.808511,0.720619,0.422915,0.414912,1
0.829787,0.6928,0.422915,0.414912,0
0.93617,0.569325,0.422915,0.414912,1
0.425532,0.651294,0.422915,0.414912,1
0.446809,0.614549,0.422915,0.414912,0
0.510638,0.556977,0.422915,0.414912,1
0.723404,0.642517,0.422915,0.414912,0
0.787234,0.703957,0.422915,0.414912,0
0.06383,0.415204,0.422915,0.414912,0
0.319149,0.409848,0.422915,0.414912,1
0.489362,0.485719,0.422915,0.414912,1
0.638298,0.374591,0.422915,0.414912,1
0.893617,0.459982,0.422915,0.414912,0
0.255319,0.140137,0.422915,0.414912,0
0.446809,0.444362,0.422915,0.414912,1
0.531915,0.368492,0.422915,0.414912,1
0.702128,0.403154,0.422915,0.414912,0
0.914894,0.427105,0.422915,0.414912,0
0.191489,0.166617,0.422915,0.414912,0
0.382979,0.663642,0.422915,0.414912,1
0.404255,0.668849,0.422915,0.414912,0
0.723404,0.721214,0.422915,0.414912,1
0.787234,0.772092,0.422915,0.414912,1
1,0.551175,0.422915,0.414912,0
0.276596,0.473222,0.422915,0.414912,0
0.297872,0.49524,0.422915,0.414912,0
0.851064,0.666915,0.422915,0.414912,1
0.893617,0.592383,0.422915,0.414912,0
0.93617,0.557721,0.422915,0.414912,0
0.106383,0.325498,0.422915,0.414912,0
0.212766,0.254686,0.422915,0.414912,0
0.319149,0.607111,0.422915,0.414912,1
0.446809,0.634781,0.422915,0.414912,1
0.680851,0.537191,0.422915,0.414912,1
1,0.575722,0.422915,0.414912,1
0.234043,0.314787,0.422915,0.414912,0
0.276596,0.511157,0.422915,0.414912,1
0.297872,0.538976,0.422915,0.414912,0
0.361702,0.689676,0.422915,0.414912,0
0.978723,0.593871,0.422915,0.414912,1
1,0.574829,0.422915,0.414912,1
0.191489,0.225082,0.422915,0.414912,0
0.468085,0.634186,0.422915,0.414912,1
0.531915,0.583457,0.422915,0.414912,1
0.553191,0.566796,0.422915,0.414912,1
0.765957,0.721214,0.422915,0.414912,0
0.957447,0.532431,0.422915,0.414912,0
0.212766,0.154865,0.422915,0.414912,0
0.255319,0.194287,0.422915,0.414912,0
0.765957,0.62645,0.422915,0.414912,0
0.87234,0.486314,0.422915,0.414912,0
0.978723,0.455222,0.422915,0.414912,0
0.212766,0.11083,0.422915,0.414912,0
0.276596,0.171973,0.422915,0.414912,0
0.744681,0.605028,0.422915,0.414912,1
0.765957,0.641476,0.422915,0.414912,0
0.893617,0.501041,0.422915,0.414912,0
1,0.409402,0.422915,0.414912,0
0.191489,0.179262,0.422915,0.414912,0
0.234043,0.260042,0.422915,0.414912,0
0.319149,0.582862,0.422915,0.414912,1
0.340426,0.63612,0.422915,0.414912,1
0.382979,0.69756,0.422915,0.414912,0
0.744681,0.839036,0.422915,0.414912,1
0.382979,0.729842,0.422915,0.414912,1
0.468085,0.632699,0.422915,0.414912,0
0.617021,0.51443,0.422915,0.414912,0
0.723404,0.727611,0.422915,0.414912,1
0.829787,0.749182,0.422915,0.414912,0
0.957447,0.582862,0.422915,0.414912,1
0.06383,0.452098,0.422915,0.414912,1
0.085106,0.400327,0.422915,0.414912,0
0.276596,0.50357,0.422915,0.414912,1
0.361702,0.695329,0.422915,0.414912,0
0.425532,0.697858,0.422915,0.414912,0
0.87234,0.69161,0.422915,0.414912,1
0.12766,0.305118,0.422915,0.414912,0
0.574468,0.559655,0.422915,0.414912,0
0.638298,0.550134,0.422915,0.414912,0
0.87234,0.704552,0.422915,0.414912,0
0.957447,0.613359,0.422915,0.414912,1
0,0.58078,0.422915,0.414912,0
0.382979,0.75543,0.422915,0.414912,1
0.489362,0.627194,0.422915,0.414912,1
0.595745,0.551919,0.422915,0.414912,0
0.787234,0.77596,0.422915,0.414912,0
0,0.569027,0.422915,0.414912,0
0.148936,0.258554,0.422915,0.414912,0
0.446809,0.59759,0.422915,0.414912,1
0.468085,0.568134,0.422915,0.414912,1
0.765957,0.766736,0.422915,0.414912,1
0.808511,0.699643,0.422915,0.414912,1
0.148936,0.173758,0.422915,0.414912,0
0.297872,0.246802,0.422915,0.414912,0
0.382979,0.543886,0.422915,0.414912,1
0.468085,0.528563,0.422915,0.414912,0
0.893617,0.570961,0.422915,0.414912,1
0.978723,0.470544,0.422915,0.414912,1
0.255319,0.416989,0.422915,0.414912,0
0.297872,0.589854,0.422915,0.414912,0
0.340426,0.716305,0.422915,0.414912,0
0.595745,0.606367,0.422915,0.414912,1
0.744681,0.884707,0.422915,0.414912,1
0.170213,0.264653,0.422915,0.414912,0
0.276596,0.598185,0.422915,0.414912,1
0.468085,0.681642,0.422915,0.414912,1
0.659574,0.613954,0.422915,0.414912,1
0.808511,0.857929,0.422915,0.414912,1
0.914894,0.63017,0.422915,0.414912,0
0.042553,0.555787,0.422915,0.414912,0
0.170213,0.28191,0.422915,0.414912,0
0.468085,0.6928,0.422915,0.414912,1
0.638298,0.593573,0.422915,0.414912,1
0.808511,0.845433,0.422915,0.414912,1
0.829787,0.812705,0.422915,0.414912,0
0.021277,0.578846,0.422915,0.414912,0
0.170213,0.267182,0.422915,0.414912,0
0.340426,0.733561,0.422915,0.414912,1
0.382979,0.734008,0.422915,0.414912,1
0.851064,0.746206,0.422915,0.414912,1
0.957447,0.611871,0.422915,0.414912,1
0.021277,0.563672,0.422915,0.414912,1
0.06383,0.476793,0.422915,0.414912,0
0.297872,0.608599,0.422915,0.414912,0
0.510638,0.585689,0.422915,0.414912,0
0.744681,0.694585,0.422915,0.414912,0
1,0.54701,0.422915,0.414912,0
0.170213,0.177031,0.422915,0.414912,0
0.255319,0.218982,0.422915,0.414912,1
0.425532,0.564564,0.422915,0.414912,0
0.531915,0.440196,0.422915,0.414912,0
0.829787,0.573936,0.422915,0.414912,0
0.851064,0.545522,0.422915,0.414912,0
0,0.421749,0.422915,0.414912,0
0.319149,0.309283,0.422915,0.414912,1
0.659574,0.364921,0.422915,0.414912,0
0.765957,0.711693,0.422915,0.414912,1
0.787234,0.708271,0.422915,0.414912,0
0.93617,0.499107,0.422915,0.414912,0
0.191489,0.192502,0.422915,0.414912,0
0.276596,0.538976,0.422915,0.414912,0
0.297872,0.577358,0.422915,0.414912,0
0.553191,0.560994,0.422915,0.414912,0
0.638298,0.513389,0.422915,0.414912,0
0.93617,0.595805,0.422915,0.414912,1
0.021277,0.548051,0.422915,0.414912,1
0.106383,0.356442,0.422915,0.414912,0
0.489362,0.583904,0.422915,0.414912,0
0.659574,0.522761,0.422915,0.414912,0
0.808511,0.717941,0.422915,0.414912,0
0.851064,0.654121,0.422915,0.414912,0
0.12766,0.262273,0.422915,0.414912,0
0.148936,0.219875,0.422915,0.414912,0
0.468085,0.558465,0.422915,0.414912,0
0.680851,0.504314,0.422915,0.414912,1
0.829787,0.663642,0.422915,0.414912,0
1,0.543588,0.422915,0.414912,1
0.042553,0.492115,0.422915,0.414912,1
0.382979,0.638054,0.422915,0.414912,0
0.425532,0.60964,0.422915,0.414912,0
0.744681,0.715412,0.422915,0.414912,1
0.87234,0.649509,0.422915,0.414912,1
1,0.563523,0.422915,0.414912,0
0.297872,0.553555,0.422915,0.414912,0
0.319149,0.645195,0.422915,0.414912,0
0.340426,0.672865,0.422915,0.414912,0
0.489362,0.642666,0.422915,0.414912,1
0.93617,0.537935,0.422915,0.414912,1
0.957447,0.546712,0.422915,0.414912,1
0.148936,0.209461,0.422915,0.414912,0
0.297872,0.30601,0.422915,0.414912,1
0.382979,0.587623,0.422915,0.414912,0
0.446809,0.57349,0.422915,0.414912,0
0.531915,0.533472,0.422915,0.414912,1
0.021277,0.350937,0.422915,0.414912,0
0.531915,0.510265,0.422915,0.414912,1
0.702128,0.476793,0.422915,0.414912,1
0.765957,0.660518,0.422915,0.414912,1
0.829787,0.585094,0.422915,0.414912,0
1,0.423088,0.422915,0.414912,0
0,0.395567,0.422915,0.414912,0
0.042553,0.326986,0.422915,0.414912,0
0.276596,0.486314,0.422915,0.414912,0
0.297872,0.522464,0.422915,0.414912,0
0.829787,0.659923,0.422915,0.414912,0
0.978723,0.556084,0.422915,0.414912,1
0.106383,0.325498,0.422915,0.414912,1
0.191489,0.211395,0.422915,0.414912,0
0.340426,0.652633,0.422915,0.414912,1
0.468085,0.590896,0.422915,0.414912,1
0.723404,0.631062,0.422915,0.414912,0
0.808511,0.717792,0.422915,0.414912,0
0.042553,0.511306,0.422915,0.414912,1
0.106383,0.337697,0.422915,0.414912,0
0.489362,0.560547,0.422915,0.414912,0
0.808511,0.679857,0.422915,0.414912,0
0.914894,0.510414,0.422915,0.414912,0
0.425532,0.627641,0.422915,0.414912,1
0.468085,0.572151,0.422915,0.414912,1
0.553191,0.524249,0.422915,0.414912,0
0.765957,0.705147,0.422915,0.414912,0
0.808511,0.665873,0.422915,0.414912,0
0.914894,0.498364,0.422915,0.414912,0
0.276596,0.503868,0.422915,0.414912,0
0.404255,0.633591,0.422915,0.414912,0
0.659574,0.45537,0.422915,0.414912,0
0.787234,0.633889,0.422915,0.414912,0
1,0.534216,0.422915,0.414912,1
0.021277,0.502083,0.422915,0.414912,1
0.617021,0.317019,0.422915,0.414912,0
0.638298,0.311068,0.422915,0.414912,0
0.659574,0.308985,0.422915,0.414912,0
0.744681,0.519637,0.422915,0.414912,0
0.765957,0.55787,0.422915,0.414912,1
0.106383,0.167658,0.422915,0.414912,0
0.255319,0.127492,0.422915,0.414912,0
0.382979,0.398542,0.422915,0.414912,1
0.489362,0.364624,0.422915,0.414912,0
0.531915,0.3313,0.422915,0.414912,0
0.638298,0.258405,0.422915,0.414912,0
0.085106,0.233115,0.422915,0.414912,0
0.446809,0.541506,0.422915,0.414912,1
0.553191,0.491223,0.422915,0.414912,0
0.659574,0.46266,0.422915,0.414912,0
0.978723,0.537935,0.422915,0.414912,1
0,0.531538,0.422915,0.414912,1
0.191489,0.210503,0.422915,0.414912,1
0.319149,0.63374,0.422915,0.414912,1
0.404255,0.641773,0.422915,0.414912,0
0.638298,0.474412,0.422915,0.414912,0
0.319149,0.571407,0.422915,0.414912,0
0.361702,0.569325,0.422915,0.414912,0
0.553191,0.505058,0.422915,0.414912,0
0.638298,0.471288,0.422915,0.414912,1
0.702128,0.530497,0.422915,0.414912,1
0.808511,0.683874,0.422915,0.414912,1
0.042553,0.501041,0.422915,0.414912,1
0.340426,0.64817,0.422915,0.414912,0
0.553191,0.57349,0.422915,0.414912,1
0.744681,0.803332,0.422915,0.414912,1
0.808511,0.802142,0.422915,0.414912,1
0.914894,0.599226,0.422915,0.414912,0
0.148936,0.283844,0.422915,0.414912,0
0.319149,0.711395,0.422915,0.414912,1
0.404255,0.734603,0.422915,0.414912,1
0.425532,0.703957,0.422915,0.414912,1
0.489362,0.611425,0.422915,0.414912,0
0.106383,0.340375,0.422915,0.414912,0
0.297872,0.367301,0.422915,0.414912,0
0.553191,0.383666,0.422915,0.414912,0
0.595745,0.346177,0.422915,0.414912,0
0.723404,0.467569,0.422915,0.414912,1
0.744681,0.60235,0.422915,0.414912,1
0.06383,0.30601,0.422915,0.414912,0
0.085106,0.259595,0.422915,0.414912,0
0.319149,0.334722,0.422915,0.414912,1
0.382979,0.500446,0.422915,0.414912,1
0.659574,0.282654,0.422915,0.414912,0
0.680851,0.299018,0.422915,0.414912,0
0.085106,0.264653,0.422915,0.414912,0
0.148936,0.181494,0.422915,0.414912,0
0.276596,0.520232,0.422915,0.414912,1
0.808511,0.636566,0.422915,0.414912,0
0.87234,0.570068,0.422915,0.414912,0
0.978723,0.526034,0.422915,0.414912,1
0.06383,0.426659,0.422915,0.414912,1
0.212766,0.239512,0.422915,0.414912,0
0.234043,0.288158,0.422915,0.414912,1
0.255319,0.400476,0.422915,0.414912,1
0.957447,0.495091,0.422915,0.414912,0
0.978723,0.510711,0.422915,0.414912,0
0.148936,0.233859,0.422915,0.414912,0
0.276596,0.51443,0.422915,0.414912,1
0.446809,0.555192,0.422915,0.414912,1
0.744681,0.585094,0.422915,0.414912,1
0.87234,0.47709,0.422915,0.414912,0
0.957447,0.461172,0.422915,0.414912,0
0,0.500893,0.422915,0.414912,1
0.085106,0.329069,0.422915,0.414912,0
0.106383,0.288753,0.422915,0.414912,0
0.659574,0.461619,0.422915,0.414912,0
0.829787,0.565605,0.422915,0.414912,0
0.148936,0.219429,0.422915,0.414912,0
0.255319,0.358524,0.422915,0.414912,1
0.297872,0.481553,0.422915,0.414912,0
0.617021,0.443767,0.422915,0.414912,0
0.638298,0.427551,0.422915,0.414912,0
0.787234,0.582713,0.422915,0.414912,0
0.021277,0.484528,0.422915,0.414912,1
0.191489,0.152336,0.422915,0.414912,0
0.382979,0.542993,0.422915,0.414912,1
0.893617,0.416394,0.422915,0.414912,0
0.914894,0.378608,0.422915,0.414912,0
0.978723,0.422493,0.422915,0.414912,0
0.042553,0.320738,0.422915,0.414912,0
0.148936,0.135971,0.422915,0.414912,1
0.319149,0.285481,0.422915,0.414912,1
0.340426,0.35183,0.422915,0.414912,0
0.702128,0.370723,0.422915,0.414912,1
0.914894,0.408956,0.422915,0.414912,0
0.212766,0.193097,0.422915,0.414912,0
0.297872,0.520083,0.422915,0.414912,1
0.382979,0.697709,0.422915,0.414912,1
0.425532,0.736239,0.422915,0.414912,1
0.468085,0.723892,0.422915,0.414912,1
0.914894,0.608301,0.422915,0.414912,0
0.021277,0.554746,0.422915,0.414912,0
0.042553,0.52886,0.422915,0.414912,0
0.382979,0.731032,0.422915,0.414912,0
0.446809,0.65546,0.422915,0.414912,1
0.659574,0.496578,0.422915,0.414912,0
0.787234,0.803332,0.422915,0.414912,1
0.085106,0.414758,0.422915,0.414912,0
0.212766,0.280274,0.422915,0.414912,0
0.617021,0.499554,0.422915,0.414912,0
0.680851,0.51681,0.422915,0.414912,0
0.957447,0.592086,0.422915,0.414912,1
0.978723,0.590449,0.422915,0.414912,1
0.085106,0.408063,0.422915,0.414912,0
0.148936,0.276257,0.422915,0.414912,0
0.340426,0.713329,0.422915,0.414912,1
0.404255,0.753198,0.422915,0.414912,1
0.744681,0.782803,0.422915,0.414912,1
0.06383,0.465635,0.422915,0.414912,0
0.723404,0.586284,0.422915,0.414912,0
0.744681,0.65665,0.422915,0.414912,0
0.765957,0.69994,0.422915,0.414912,0
0.914894,0.497025,0.422915,0.414912,0
0.978723,0.563076,0.422915,0.414912,1
0.021277,0.527968,0.422915,0.414912,1
0.234043,0.193544,0.422915,0.414912,0
0.489362,0.433651,0.422915,0.414912,0
