@relation electricity-weka.filters.uns1ervised.attribute.Normalize-S1.0-T0.0-weka.filters.uns1ervised.attribute.ReplaceMissingValues-weka.filters.uns1ervised.attribute.Remove-R1-weka.filters.uns1ervised.attribute.Remove-R3-weka.filters.uns1ervised.attribute.Remove-R4

@attribute 0 numeric
@attribute period numeric
@attribute nswdemand numeric
@attribute vicdemand numeric
@attribute transfer numeric
@attribute class {1,0}


@data
0,0.468085,0.337251,0.422915,0.414912,1
0,0.489362,0.323416,0.422915,0.414912,0
1,0.510638,0.308242,0.422915,0.414912,1
0,0.531915,0.281018,0.422915,0.414912,1
1,0.553191,0.263612,0.422915,0.414912,0
1,0.574468,0.244868,0.422915,0.414912,0
1,0.595745,0.235049,0.422915,0.414912,0
1,0.617021,0.231479,0.422915,0.414912,0
1,0.638298,0.23252,0.422915,0.414912,0
0,0.659574,0.240405,0.422915,0.414912,0
1,0.680851,0.240702,0.422915,0.414912,0
1,0.702128,0.263761,0.422915,0.414912,0
1,0.723404,0.311068,0.422915,0.414912,0
1,0.744681,0.387682,0.422915,0.414912,0
1,0.765957,0.403898,0.422915,0.414912,1
1,0.787234,0.383071,0.422915,0.414912,0
1,0.808511,0.366706,0.422915,0.414912,0
1,0.829787,0.346772,0.422915,0.414912,0
1,0.851064,0.328771,0.422915,0.414912,0
1,0.87234,0.311068,0.422915,0.414912,0
1,0.893617,0.280571,0.422915,0.414912,0
1,0.914894,0.252455,0.422915,0.414912,0
1,0.93617,0.287414,0.422915,0.414912,0
1,0.957447,0.298869,0.422915,0.414912,0
1,0.978723,0.316424,0.422915,0.414912,0
1,1,0.293663,0.422915,0.414912,0
0,0,0.282654,0.422915,0.414912,0
1,0.021277,0.247694,0.422915,0.414912,0
0,0.042553,0.233859,0.422915,0.414912,0
1,0.06383,0.185808,0.422915,0.414912,0
1,0.085106,0.154865,0.422915,0.414912,0
1,0.106383,0.127789,0.422915,0.414912,0
1,0.12766,0.112169,0.422915,0.414912,0
1,0.148936,0.101309,0.422915,0.414912,0
1,0.170213,0.10235,0.422915,0.414912,0
1,0.191489,0.110533,0.422915,0.414912,0
1,0.212766,0.143112,0.422915,0.414912,0
1,0.234043,0.187742,0.422915,0.414912,0
1,0.255319,0.27953,0.422915,0.414912,0
1,0.276596,0.367599,0.422915,0.414912,0
1,0.297872,0.375483,0.422915,0.414912,1
0,0.319149,0.435882,0.422915,0.414912,1
1,0.340426,0.465338,0.422915,0.414912,1
1,0.361702,0.469652,0.422915,0.414912,1
1,0.382979,0.512348,0.422915,0.414912,1
1,0.404255,0.529753,0.422915,0.414912,1
1,0.425532,0.519042,0.422915,0.414912,1
1,0.446809,0.498959,0.422915,0.414912,1
1,0.468085,0.495091,0.422915,0.414912,1
0,0.489362,0.492711,0.422915,0.414912,1
1,0.510638,0.488545,0.422915,0.414912,1
1,0.531915,0.476346,0.422915,0.414912,1
1,0.553191,0.478578,0.422915,0.414912,1
1,0.574468,0.478429,0.422915,0.414912,1
1,0.595745,0.473222,0.422915,0.414912,1
1,0.617021,0.467718,0.422915,0.414912,1
1,0.638298,0.457007,0.422915,0.414912,1
1,0.659574,0.472925,0.422915,0.414912,1
1,0.680851,0.489289,0.422915,0.414912,1
0,0.702128,0.53734,0.422915,0.414912,1
0,0.723404,0.591639,0.422915,0.414912,1
1,0.744681,0.651592,0.422915,0.414912,1
1,0.765957,0.629575,0.422915,0.414912,1
1,0.787234,0.597292,0.422915,0.414912,1
1,0.808511,0.558316,0.422915,0.414912,1
1,0.829787,0.526034,0.422915,0.414912,1
1,0.851064,0.497025,0.422915,0.414912,1
1,0.87234,0.471883,0.422915,0.414912,1
1,0.893617,0.427998,0.422915,0.414912,1
1,0.914894,0.3795,0.422915,0.414912,1
1,0.93617,0.425022,0.422915,0.414912,0
1,0.957447,0.448825,0.422915,0.414912,0
1,0.978723,0.468462,0.422915,0.414912,1
1,1,0.46385,0.422915,0.414912,0
1,0,0.459685,0.422915,0.414912,0
1,0.021277,0.438857,0.422915,0.414912,0
0,0.042553,0.409551,0.422915,0.414912,0
1,0.06383,0.341416,0.422915,0.414912,0
1,0.085106,0.279232,0.422915,0.414912,0
1,0.106383,0.236686,0.422915,0.414912,0
1,0.12766,0.193692,0.422915,0.414912,0
1,0.148936,0.167361,0.422915,0.414912,0
1,0.170213,0.157542,0.422915,0.414912,0
1,0.191489,0.158137,0.422915,0.414912,0
1,0.212766,0.186105,0.422915,0.414912,0
1,0.234043,0.233115,0.422915,0.414912,0
1,0.255319,0.323862,0.422915,0.414912,0
1,0.276596,0.436626,0.422915,0.414912,1
1,0.297872,0.447188,0.422915,0.414912,1
1,0.319149,0.505802,0.422915,0.414912,1
1,0.340426,0.528265,0.422915,0.414912,1
1,0.361702,0.523654,0.422915,0.414912,1
1,0.382979,0.558762,0.422915,0.414912,1
1,0.404255,0.5723,0.422915,0.414912,1
1,0.425532,0.553704,0.422915,0.414912,1
1,0.446809,0.533621,0.422915,0.414912,0
1,0.468085,0.516513,0.422915,0.414912,1
1,0.489362,0.509223,0.422915,0.414912,1
1,0.510638,0.497173,0.422915,0.414912,1
1,0.531915,0.499851,0.422915,0.414912,1
0,0.553191,0.502083,0.422915,0.414912,1
1,0.574468,0.491372,0.422915,0.414912,1
1,0.595745,0.479768,0.422915,0.414912,1
1,0.617021,0.47471,0.422915,0.414912,1
1,0.638298,0.468015,0.422915,0.414912,1
1,0.659574,0.484826,0.422915,0.414912,1
1,0.680851,0.498959,0.422915,0.414912,1
1,0.702128,0.540762,0.422915,0.414912,1
0,0.723404,0.612169,0.422915,0.414912,1
0,0.744681,0.678667,0.422915,0.414912,1
1,0.765957,0.665873,0.422915,0.414912,1
1,0.787234,0.635228,0.422915,0.414912,1
1,0.808511,0.585242,0.422915,0.414912,1
1,0.829787,0.562035,0.422915,0.414912,1
1,0.851064,0.535852,0.422915,0.414912,1
1,0.87234,0.508033,0.422915,0.414912,0
1,0.893617,0.463106,0.422915,0.414912,0
1,0.914894,0.422047,0.422915,0.414912,0
1,0.93617,0.458941,0.422915,0.414912,1
1,0.957447,0.470098,0.422915,0.414912,0
1,0.978723,0.488396,0.422915,0.414912,0
0,1,0.480661,0.422915,0.414912,0
1,0,0.486314,0.422915,0.414912,0
1,0.021277,0.459387,0.422915,0.414912,0
0,0.042553,0.431419,0.422915,0.414912,0
1,0.06383,0.363582,0.422915,0.414912,0
1,0.085106,0.311068,0.422915,0.414912,0
1,0.106383,0.258554,0.422915,0.414912,0
1,0.12766,0.217197,0.422915,0.414912,0
0,0.148936,0.186998,0.422915,0.414912,0
1,0.170213,0.175245,0.422915,0.414912,0
1,0.191489,0.173312,0.422915,0.414912,0
1,0.212766,0.202321,0.422915,0.414912,0
1,0.234043,0.243529,0.422915,0.414912,0
1,0.255319,0.345284,0.422915,0.414912,0
1,0.276596,0.451503,0.422915,0.414912,1
1,0.297872,0.461321,0.422915,0.414912,1
1,0.319149,0.525588,0.422915,0.414912,1
1,0.340426,0.544183,0.422915,0.414912,1
1,0.361702,0.533323,0.422915,0.414912,1
1,0.382979,0.563672,0.422915,0.414912,1
1,0.404255,0.567986,0.422915,0.414912,0
1,0.425532,0.551175,0.422915,0.414912,0
1,0.446809,0.529902,0.422915,0.414912,0
0,0.468085,0.518298,0.422915,0.414912,0
1,0.489362,0.503422,0.422915,0.414912,0
1,0.510638,0.492264,0.422915,0.414912,0
1,0.531915,0.481702,0.422915,0.414912,0
1,0.553191,0.472925,0.422915,0.414912,0
1,0.574468,0.468908,0.422915,0.414912,0
1,0.595745,0.456412,0.422915,0.414912,0
1,0.617021,0.441238,0.422915,0.414912,0
1,0.638298,0.43499,0.422915,0.414912,0
1,0.659574,0.450164,0.422915,0.414912,0
1,0.680851,0.463106,0.422915,0.414912,0
0,0.702128,0.500149,0.422915,0.414912,1
1,0.723404,0.570217,0.422915,0.414912,1
1,0.744681,0.645492,0.422915,0.414912,1
1,0.765957,0.632699,0.422915,0.414912,1
0,0.787234,0.604582,0.422915,0.414912,1
1,0.808511,0.565605,0.422915,0.414912,1
1,0.829787,0.540315,0.422915,0.414912,1
1,0.851064,0.519786,0.422915,0.414912,1
1,0.87234,0.488694,0.422915,0.414912,1
1,0.893617,0.44823,0.422915,0.414912,1
0,0.914894,0.399732,0.422915,0.414912,1
1,0.93617,0.448825,0.422915,0.414912,1
1,0.957447,0.464296,0.422915,0.414912,1
1,0.978723,0.487652,0.422915,0.414912,1
1,1,0.488545,0.422915,0.414912,1
1,0,0.49033,0.422915,0.414912,1
1,0.021277,0.463999,0.422915,0.414912,1
1,0.042553,0.428741,0.422915,0.414912,0
1,0.06383,0.366855,0.422915,0.414912,0
1,0.085106,0.307349,0.422915,0.414912,0
1,0.106383,0.261232,0.422915,0.414912,0
1,0.12766,0.215115,0.422915,0.414912,0
1,0.148936,0.186254,0.422915,0.414912,0
1,0.170213,0.170336,0.422915,0.414912,0
1,0.191489,0.171526,0.422915,0.414912,0
0,0.212766,0.199494,0.422915,0.414912,0
0,0.234043,0.241595,0.422915,0.414912,0
1,0.255319,0.338143,0.422915,0.414912,0
0,0.276596,0.44332,0.422915,0.414912,1
1,0.297872,0.45537,0.422915,0.414912,1
0,0.319149,0.524695,0.422915,0.414912,1
1,0.340426,0.543737,0.422915,0.414912,1
1,0.361702,0.536894,0.422915,0.414912,1
1,0.382979,0.57706,0.422915,0.414912,0
1,0.404255,0.586581,0.422915,0.414912,0
1,0.425532,0.571407,0.422915,0.414912,0
1,0.446809,0.552812,0.422915,0.414912,0
1,0.468085,0.537043,0.422915,0.414912,0
0,0.489362,0.530646,0.422915,0.414912,0
1,0.510638,0.523951,0.422915,0.414912,0
1,0.531915,0.514579,0.422915,0.414912,0
1,0.553191,0.500149,0.422915,0.414912,0
1,0.574468,0.502678,0.422915,0.414912,0
1,0.595745,0.495537,0.422915,0.414912,0
1,0.617021,0.488545,0.422915,0.414912,0
1,0.638298,0.48557,0.422915,0.414912,0
1,0.659574,0.496578,0.422915,0.414912,0
1,0.680851,0.517852,0.422915,0.414912,0
1,0.702128,0.557126,0.422915,0.414912,1
1,0.723404,0.616483,0.422915,0.414912,1
1,0.744681,0.678667,0.422915,0.414912,1
1,0.765957,0.670485,0.422915,0.414912,1
1,0.787234,0.646534,0.422915,0.414912,1
1,0.808511,0.608599,0.422915,0.414912,1
1,0.829787,0.578697,0.422915,0.414912,1
1,0.851064,0.560399,0.422915,0.414912,1
1,0.87234,0.528265,0.422915,0.414912,0
1,0.893617,0.475602,0.422915,0.414912,0
1,0.914894,0.430527,0.422915,0.414912,0
1,0.93617,0.477388,0.422915,0.414912,1
1,0.957447,0.49033,0.422915,0.414912,1
1,0.978723,0.500446,0.422915,0.414912,1
1,1,0.489586,0.422915,0.414912,1
1,0,0.485421,0.422915,0.414912,1
1,0.021277,0.461619,0.422915,0.414912,1
1,0.042553,0.433948,0.422915,0.414912,1
1,0.06383,0.364177,0.422915,0.414912,0
1,0.085106,0.308688,0.422915,0.414912,0
0,0.106383,0.262571,0.422915,0.414912,0
1,0.12766,0.217197,0.422915,0.414912,0
1,0.148936,0.190866,0.422915,0.414912,0
1,0.170213,0.176138,0.422915,0.414912,0
1,0.191489,0.175245,0.422915,0.414912,0
0,0.212766,0.203511,0.422915,0.414912,0
1,0.234043,0.246504,0.422915,0.414912,1
1,0.255319,0.339334,0.422915,0.414912,1
0,0.276596,0.444511,0.422915,0.414912,1
1,0.297872,0.459833,0.422915,0.414912,0
1,0.319149,0.526778,0.422915,0.414912,0
1,0.340426,0.546712,0.422915,0.414912,1
1,0.361702,0.543886,0.422915,0.414912,1
1,0.382979,0.576317,0.422915,0.414912,1
1,0.404255,0.582565,0.422915,0.414912,1
1,0.425532,0.564713,0.422915,0.414912,1
1,0.446809,0.545076,0.422915,0.414912,1
1,0.468085,0.530943,0.422915,0.414912,1
1,0.489362,0.529009,0.422915,0.414912,1
0,0.510638,0.519786,0.422915,0.414912,1
1,0.531915,0.510562,0.422915,0.414912,1
1,0.553191,0.492859,0.422915,0.414912,1
1,0.574468,0.481851,0.422915,0.414912,1
1,0.595745,0.469057,0.422915,0.414912,0
0,0.617021,0.457751,0.422915,0.414912,1
1,0.638298,0.451651,0.422915,0.414912,1
1,0.659574,0.459982,0.422915,0.414912,1
1,0.680851,0.472776,0.422915,0.414912,1
1,0.702128,0.511009,0.422915,0.414912,1
1,0.723404,0.567242,0.422915,0.414912,1
1,0.744681,0.619756,0.422915,0.414912,0
1,0.765957,0.592086,0.422915,0.414912,1
1,0.787234,0.573341,0.422915,0.414912,1
1,0.808511,0.528414,0.422915,0.414912,0
1,0.829787,0.504017,0.422915,0.414912,0
1,0.851064,0.480363,0.422915,0.414912,0
1,0.87234,0.464743,0.422915,0.414912,0
1,0.893617,0.423535,0.422915,0.414912,0
1,0.914894,0.378608,0.422915,0.414912,0
1,0.93617,0.43618,0.422915,0.414912,1
1,0.957447,0.464445,0.422915,0.414912,0
1,0.978723,0.489735,0.422915,0.414912,1
1,1,0.484231,0.422915,0.414912,1
0,0,0.478727,0.422915,0.414912,0
1,0.021277,0.447337,0.422915,0.414912,0
1,0.042553,0.412824,0.422915,0.414912,0
1,0.06383,0.339929,0.422915,0.414912,0
1,0.085106,0.280571,0.422915,0.414912,0
1,0.106383,0.227611,0.422915,0.414912,0
1,0.12766,0.185808,0.422915,0.414912,0
1,0.148936,0.153377,0.422915,0.414912,0
1,0.170213,0.132996,0.422915,0.414912,0
1,0.191489,0.123326,0.422915,0.414912,0
0,0.212766,0.126897,0.422915,0.414912,0
1,0.234043,0.141922,0.422915,0.414912,0
1,0.255319,0.171526,0.422915,0.414912,0
1,0.276596,0.209461,0.422915,0.414912,0
1,0.297872,0.254389,0.422915,0.414912,0
1,0.319149,0.328176,0.422915,0.414912,0
0,0.340426,0.394674,0.422915,0.414912,0
1,0.361702,0.431866,0.422915,0.414912,0
1,0.382979,0.468164,0.422915,0.414912,1
1,0.404255,0.468164,0.422915,0.414912,1
1,0.425532,0.453288,0.422915,0.414912,1
1,0.446809,0.435733,0.422915,0.414912,1
1,0.468085,0.420857,0.422915,0.414912,0
1,0.489362,0.405088,0.422915,0.414912,0
1,0.510638,0.395716,0.422915,0.414912,0
1,0.531915,0.379649,0.422915,0.414912,0
1,0.553191,0.368045,0.422915,0.414912,0
1,0.574468,0.355995,0.422915,0.414912,0
1,0.595745,0.347813,0.422915,0.414912,0
1,0.617021,0.336805,0.422915,0.414912,0
1,0.638298,0.338292,0.422915,0.414912,0
1,0.659574,0.344689,0.422915,0.414912,0
1,0.680851,0.356442,0.422915,0.414912,0
1,0.702128,0.405385,0.422915,0.414912,0
1,0.723404,0.467272,0.422915,0.414912,0
1,0.744681,0.536745,0.422915,0.414912,1
0,0.765957,0.53734,0.422915,0.414912,1
1,0.787234,0.507587,0.422915,0.414912,1
1,0.808511,0.462362,0.422915,0.414912,1
1,0.829787,0.424278,0.422915,0.414912,1
